,SERIAL NO,NAME,CATEGORY,DESCRIPTION & COLOR,FABRIC,IMAGE,SIZE,PRICE,PRODUCT ID,WEBSITE,PRODUCT URL
40,1593,Difference of Opinion Men Mustard Yellow & Grey Colourblocked Round Neck T-shirt,T-Shirts,"Difference Of Opinion Men Mustard Yellow & Grey Colourblocked Round Neck T Shirt,  Difference Of Opinion, Tshirts, Topwear, Apparel, Apparel for Men, Buy Difference Of Opinion Men Mustard Yellow & Grey Colourblocked Round Neck T Shirt Online in India, Buy Tshirts at best price",Cotton,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/7337370/2018/10/17/9515b23d-ff77-4aa4-980b-a958a018270c1539775964372-Difference-of-Opinion-Men-Mustard-Yellow--Grey-Colourblocked-Round-Neck-T-shirt-1341539775964196-1.jpg",The model (height 6') is wearing a size M,494,7337370,Myntra,https://www.myntra.com/tshirts/difference-of-opinion/difference-of-opinion-men-mustard-yellow--grey-colourblocked-round-neck-t-shirt/7337370/buy
41,9879,Integriti Men Blue Slim Fit Mid-Rise Clean Look Jeans,Jeans,"Integriti Men Blue Slim Fit Mid Rise Clean Look Jeans,  Integriti, Jeans, Bottomwear, Apparel, Apparel for Men, Buy Integriti Men Blue Slim Fit Mid Rise Clean Look Jeans Online in India, Buy Jeans at best price",Cotton,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/6595892/2018/5/31/623ba3e5-f8b2-4800-9e9d-59a6501f9d2b1527759540876-na-9121527759540537-1.jpg",Comfort,1159,6595892,Myntra,https://www.myntra.com/jeans/integriti/integriti-men-blue-slim-fit-mid-rise-clean-look-jeans/6595892/buy
42,982,Jockey Pack of 2 Innerwear Vests 8820-0205,Innerwear & Sleapwear,"Jockey Pack Of 2 Innerwear Vests 8820 0205,  Jockey, Innerwear Vests, Innerwear, Apparel, Apparel for Men, Buy Jockey Pack Of 2 Innerwear Vests 8820 0205 Online in India, Buy Innerwear Vests at best price",100% Combed cotton,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/1999049/2017/8/4/11501833149351-Jockey-Pack-of-2-Innerwear-Vests-8820-0205-5901501833149178-1.jpg",The model (height 6') is wearing a size M,328,1999049,Myntra,https://www.myntra.com/innerwear-vests/jockey/jockey-pack-of-2-innerwear-vests-8820-0205/1999049/buy
43,978,U.S. Polo Assn. Black Boxers I108-002-PL,Innerwear & Sleapwear,"U.S. Polo Assn. Black Boxers I108 002 PL,  U.S. Polo Assn., Boxers, Innerwear, Apparel, Apparel for Men, Buy U.S. Polo Assn. Black Boxers I108 002 PL Online in India, Buy Boxers at best price",100% cotton,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2278754/2017/12/5/11512457466339-US-Polo-Assn-Black-Boxers-I108-002-PL-9121512457466265-1.jpg",The model (height 6') is wearing a size M,487,2278754,Myntra,https://www.myntra.com/boxers/us-polo-assn/us-polo-assn-black-boxers-i108-002-pl/2278754/buy
44,18109,IZOD Men Red Printed Round Neck T-shirt,T-Shirts,"IZOD Men Red Printed Round Neck T Shirt,  IZOD, Tshirts, Topwear, Apparel, Apparel for Men, Buy IZOD Men Red Printed Round Neck T Shirt Online in India, Buy Tshirts at best price",Cotton,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/7118498/2018/8/10/8cb34b09-e9c1-4180-bc96-29b05a31db2c1533894687214-IZOD-Men-Red-Printed-Round-Neck-T-shirt-3751533894687050-1.jpg",The model (height 6') is wearing a size M,599,7118498,Myntra,https://www.myntra.com/tshirts/izod/izod-men-red-printed-round-neck-t-shirt/7118498/buy
45,5497,Kook N Keech Marvel Men White Printed Round Neck T-shirt,T-Shirts,"Kook N Keech Marvel Men White Printed Round Neck T Shirt,  Kook N Keech Marvel, Tshirts, Topwear, Apparel, Apparel for Men, Buy Kook N Keech Marvel Men White Printed Round Neck T Shirt Online in India, Buy Tshirts at best price",Cotton,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/6772930/2018/7/18/df91e15c-cd12-4cd9-965f-396539af578e1531894891289-Kook-N-Keech-Marvel-Men-Tshirts-9791531894890424-1.jpg",The model (height 6') is wearing a size M,299,6772930,Myntra,https://www.myntra.com/tshirts/kook-n-keech-marvel/kook-n-keech-marvel-men-white-printed-round-neck-t-shirt/6772930/buy
46,1461,Roadster Men Olive Green Regular Fit Printed Casual Shirt,casual-shirts,"Roadster Men Olive Green Regular Fit Printed Casual Shirt,  Roadster, Shirts, Topwear, Apparel, Apparel for Men, Buy Roadster Men Olive Green Regular Fit Printed Casual Shirt Online in India, Buy Shirts at best price",100% cotton,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2283221/2018/2/2/11517572935051-Roadster-Men-Olive-Green-Regular-Fit-Printed-Casual-Shirt-3621517572934921-1.jpg",Regular fit,649,2283221,Myntra,https://www.myntra.com/shirts/roadster/roadster-men-olive-green-regular-fit-printed-casual-shirt/2283221/buy
47,17760,The Indian Garage Co Men Navy Blue Solid Polo Collar T-shirt,T-Shirts,"The Indian Garage Co Men Navy Blue Solid Polo Collar T Shirt,  The Indian Garage Co, Tshirts, Topwear, Apparel, Apparel for Men, Buy The Indian Garage Co Men Navy Blue Solid Polo Collar T Shirt Online in India, Buy Tshirts at best price",Cotton blend,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/8216607/2018/12/19/3d8ce55b-d975-4f41-a4ec-1ac59d662d641545200928745-The-Indian-Garage-Co-Men-Tshirts-4281545200927427-1.jpg",The model (height 6') is wearing a size M,549,8216607,Myntra,https://www.myntra.com/tshirts/the-indian-garage-co/the-indian-garage-co-men-navy-blue-solid-polo-collar-t-shirt/8216607/buy
48,2881,HRX Hrithik Roshan Men Black Active Solid Compression Training T-shirt,T-Shirts,"HRX Hrithik Roshan Men Black Active Solid Compression Training T Shirt,  HRX By Hrithik Roshan, Tshirts, Topwear, Apparel, Apparel for Men, Buy HRX Hrithik Roshan Men Black Active Solid Compression Training T Shirt Online in India, Buy Tshirts at best price","90% polyester, 10% elastane","https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/4453119/2018/8/21/6b0be578-50dc-40de-a40b-7676ddf0b28b1534835207943-HRX-Active-by-Hrithik-Roshan-Men-Black-Solid-Round-Neck-Comp-1.jpg",The model (height 6') is wearing a size M,1149,4453119,Myntra,https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-hrithik-roshan-men-black-active-solid-compression-training-t-shirt/4453119/buy
49,2104,Tommy Hilfiger Men Brown Leather Belt,accessories,"Tommy Hilfiger Men Brown Leather Belt,  Tommy Hilfiger, Belts, Belts, Accessories, Accessories for Men, Buy Tommy Hilfiger Men Brown Leather Belt Online in India, Buy Belts at best price",Leather,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/7778732/2019/2/11/903ea961-a186-451b-84cf-93a9984dac721549868239282-Tommy-Hilfiger-Men-Belts-6411549868238913-1.jpg",Width: 3.5 cm,2379,7778732,Myntra,https://www.myntra.com/belts/tommy-hilfiger/tommy-hilfiger-men-brown-leather-belt/7778732/buy
50,1007,FOREVER 21 Men Yellow Colourblocked Hooded Tailored Jacket,men-jackets-coats,"FOREVER 21 Men Yellow Colourblocked Hooded Tailored Jacket,  FOREVER 21, Jackets, Topwear, Apparel, Apparel for Men, Buy FOREVER 21 Men Yellow Colourblocked Hooded Tailored Jacket Online in India, Buy Jackets at best price",Polyester ,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2149720/2018/11/15/90c45580-748a-4ce0-8bcc-5d9140c445221542262710424-FOREVER-21-Men-Yellow-Colourblocked-Hooded-Tailored-Jacket-531542262710208-1.jpg",The model (height 6') is wearing a size M,1234,2149720,Myntra,https://www.myntra.com/jackets/forever-21/forever-21-men-yellow-colourblocked-hooded-tailored-jacket/2149720/buy
51,3011,beevee Men White Regular Fit Solid Regular Trousers,Men-Casual-Trousers,"Beevee Men White Regular Fit Solid Regular Trousers,  Beevee, Trousers, Bottomwear, Apparel, Apparel for Men, Buy Beevee Men White Regular Fit Solid Regular Trousers Online in India, Buy Trousers at best price",Cotton and other ,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/4317052/2018/3/20/11521552255406-beevee-Men-White-Regular-Fit-Solid-Regular-Trousers-3101521552255114-1.jpg",Regular Fit,721,4317052,Myntra,https://www.myntra.com/trousers/beevee/beevee-men-white-regular-fit-solid-regular-trousers/4317052/buy
52,2445,Campus Sutra Men Beige & Black Regular Fit Checked Casual Shirt,casual-shirts,"Campus Sutra Men Beige & Black Regular Fit Checked Casual Shirt,  Campus Sutra, Shirts, Topwear, Apparel, Apparel for Men, Buy Campus Sutra Men Beige & Black Regular Fit Checked Casual Shirt Online in India, Buy Shirts at best price",Cotton,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/productimage/2019/1/25/bba75b79-138d-4ad1-8f76-e77d1ed8dc631548404615721-1.jpg",Regular Fit,719,8630441,Myntra,https://www.myntra.com/shirts/campus-sutra/campus-sutra-men-beige--black-regular-fit-checked-casual-shirt/8630441/buy
53,3223,WROGN Men Blue Slim Fit Self Design Reversible Bomber Jacket,men-jackets-coats,"WROGN Men Blue Slim Fit Self Design Reversible Bomber Jacket,  WROGN, Jackets, Topwear, Apparel, Apparel for Men, Buy WROGN Men Blue Slim Fit Self Design Reversible Bomber Jacket Online in India, Buy Jackets at best price",Outer: 100% polyester ,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2057197/2017/9/4/11504527019727-WROGN-Men-Blue-Self-Design-Reversible-Open-Front-Jacket-3651504527019597-1.jpg",Slim Fit,1999,2057197,Myntra,https://www.myntra.com/jackets/wrogn/wrogn-men-blue-slim-fit-self-design-reversible-bomber-jacket/2057197/buy
54,3360,Reebok Men Blue Core Polo Collar T-shirt,T-Shirts,"Reebok Men Blue Core Polo Collar T Shirt,  Reebok, Tshirts, Topwear, Apparel, Apparel for Men, Buy Reebok Men Blue Core Polo Collar T Shirt Online in India, Buy Tshirts at best price",Polyester,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/7244694/2018/10/17/ff9c1138-6f3a-4178-85cf-488127a1eed31539754098935-Reebok-CORE-POLY-POLO-Men-Tshirts-5581539754098749-1.jpg",The model (height 6') is wearing a size M,769,7244694,Myntra,https://www.myntra.com/tshirts/reebok/reebok-men-blue-core-polo-collar-t-shirt/7244694/buy
55,3796,Van Heusen Men Blue Regular Fit Checked Formal Shirt,formal-shirts,"Van Heusen Men Blue Regular Fit Checked Formal Shirt,  Van Heusen, Shirts, Topwear, Apparel, Apparel for Men, Buy Van Heusen Men Blue Regular Fit Checked Formal Shirt Online in India, Buy Shirts at best price",Cotton,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/7436416/2018/9/19/27657de4-44d3-4363-ba70-553769b3dfd81537356738969-Van-Heusen-Men-Blue-Regular-Fit-Checked-Formal-Shirt-3601537356738772-1.jpg",Regular Fit,1415,7436416,Myntra,https://www.myntra.com/shirts/van-heusen/van-heusen-men-blue-regular-fit-checked-formal-shirt/7436416/buy
56,856,Lino Perros Men Maroon Dot Pattern Accessory Gift Set,accessories,"Lino Perros Men Maroon Dot Pattern Accessory Gift Set,  Lino Perros, Accessory Gift Set, Accessories, Accessories, Accessories for Men, Buy Lino Perros Men Maroon Dot Pattern Accessory Gift Set Online in India, Buy Accessory Gift Set at best price",100% microfibre,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/1898463/2017/5/23/11495526944808-Lino-Perros-Men-Maroon-Dot-Patterned-Accessory-Gift-Set-9841495526944542-1.jpg",Tie: 150 cm x 7 cm,798,1898463,Myntra,https://www.myntra.com/accessory-gift-set/lino-perros/lino-perros-men-maroon-dot-pattern-accessory-gift-set/1898463/buy
57,2689,Da Milano Men Black Self Design Leather Two Fold Wallet,accessories,"Da Milano Men Black Self Design Leather Two Fold Wallet,  Da Milano, Wallets, Wallets, Accessories, Accessories for Men, Buy Da Milano Men Black Self Design Leather Two Fold Wallet Online in India, Buy Wallets at best price",Leather,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/productimage/2019/1/5/dcfeba1c-d2de-4064-9f6f-6d326256a3621546646141368-1.jpg",Height:8.6cm,1349,8409563,Myntra,https://www.myntra.com/wallets/da-milano/da-milano-men-black-self-design-leather-two-fold-wallet/8409563/buy
58,3392,Harvard Men Navy Blue & Red Regular Fit Checked Casual Shirt,casual-shirts,"Harvard Men Navy Blue & Red Regular Fit Checked Casual Shirt,  Harvard, Shirts, Topwear, Apparel, Apparel for Men, Buy Harvard Men Navy Blue & Red Regular Fit Checked Casual Shirt Online in India, Buy Shirts at best price",100% cotton,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/6537962/2018/8/7/6489fbba-3e69-439b-9d4b-9e48e054aac51533625739557-Harvard-Men-Navy-Blue--Red-Regular-Fit-Checked-Casual-Shirt--1.jpg",Regular Fit,759,6537962,Myntra,https://www.myntra.com/shirts/harvard/harvard-men-navy-blue--red-regular-fit-checked-casual-shirt/6537962/buy
59,1423,INVICTUS Men Grey Slim Fit Solid Joggers,Men-Casual-Trousers,"INVICTUS Men Grey Slim Fit Solid Joggers,  INVICTUS, Trousers, Bottomwear, Apparel, Apparel for Men, Buy INVICTUS Men Grey Slim Fit Solid Joggers Online in India, Buy Trousers at best price",Cotton and polyester,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2314192/2018/9/5/fc37a550-1403-473d-807f-06edbe423b2d1536150714103-INVICTUS-Men-Grey-Slim-Fit-Self-Design-Joggers-6191536150711-1.jpg",Slim fit,1039,2314192,Myntra,https://www.myntra.com/trousers/invictus/invictus-men-grey-slim-fit-solid-joggers/2314192/buy
60,176,Jockey Men Grey Melange Solid Straight Fit Lounge Shorts AM12-0103-MGRML,Innerwear & Sleapwear,"Jockey Men Grey Melange Solid Straight Fit Lounge Shorts AM12 0103 MGRML,  Jockey, Lounge Shorts, Bottomwear, Apparel, Apparel for Men, Buy Jockey Men Grey Melange Solid Straight Fit Lounge Shorts AM12 0103 MGRML Online in India, Buy Lounge Shorts at best price",100% cotton,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/7276704/2018/12/3/731c7b90-be7b-40ff-bab1-76da501fa0271543833223089-Jockey-Men-Grey-Melange-Solid-Regular-Fit-Sports-Shorts-261543833222084-1.jpg",The model (height 6') is wearing a size 32,649,7276704,Myntra,https://www.myntra.com/lounge-shorts/jockey/jockey-men-grey-melange-solid-straight-fit-lounge-shorts-am12-0103-mgrml/7276704/buy
61,4281,Numero Uno Men Blue Slim Fit Low-Rise Clean Look Jeans,Jeans,"Numero Uno Men Blue Slim Fit Low Rise Clean Look Jeans,  Numero Uno, Jeans, Bottomwear, Apparel, Apparel for Men, Buy Numero Uno Men Blue Slim Fit Low Rise Clean Look Jeans Online in India, Buy Jeans at best price",Cotton ,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2294426/2018/8/17/205cc2ac-cb4a-4b16-a658-14890f356c031534500396645-Numero-Uno-Men-Blue-Slim-Fit-Low-Rise-Clean-Look-Jeans-7041534500396341-1.jpg",Slim fit,1574,2294426,Myntra,https://www.myntra.com/jeans/numero-uno/numero-uno-men-blue-slim-fit-low-rise-clean-look-jeans/2294426/buy
62,3402,United Colors of Benetton Men White Printed Round Neck T-shirt,T-Shirts,"United Colors Of Benetton Men White Printed Round Neck T Shirt,  United Colors Of Benetton, Tshirts, Topwear, Apparel, Apparel for Men, Buy United Colors Of Benetton Men White Printed Round Neck T Shirt Online in India, Buy Tshirts at best price",100% cotton,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2265518/2018/7/9/292deeda-614d-4e6e-9a9e-74a3a1a6bbc91531126216758-United-Colors-of-Benetton-Men-White-Printed-Round-Neck-T-shirt-4991531126216738-1.jpg",The model (height 6') is wearing a size M,809,2265518,Myntra,https://www.myntra.com/tshirts/united-colors-of-benetton/united-colors-of-benetton-men-white-printed-round-neck-t-shirt/2265518/buy
63,3709,U.S. Polo Assn. Denim Co. Men Blue Regular Fit Mid-Rise Clean Look Stretchable Jeans,Jeans,"U.S. Polo Assn. Denim Co. Men Blue Regular Fit Mid Rise Clean Look Stretchable Jeans,  U.S. Polo Assn. Denim Co., Jeans, Bottomwear, Apparel, Apparel for Men, Buy U.S. Polo Assn. Denim Co. Men Blue Regular Fit Mid Rise Clean Look Stretchable Jeans Online in India, Buy Jeans at best price",Cotton ,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2364844/2018/6/7/29c3a22d-a2c4-456d-a752-609271ffabd01528363844765-US-Polo-Assn-Denim-Co-Men-Blue-Skinny-Fit-Mid-Rise-Clean-Look-Stretchable-Jeans-4341528363844568-1.jpg",The model (height 6') is wearing a size 32,2609,2364844,Myntra,https://www.myntra.com/jeans/us-polo-assn-denim-co/us-polo-assn-denim-co-men-blue-regular-fit-mid-rise-clean-look-stretchable-jeans/2364844/buy
64,1277,Blackberrys Men Olive Green Tapered Fit Self Design Formal Trousers,Men-Formal-Trousers,"Blackberrys Men Olive Green Tapered Fit Self Design Formal Trousers,  Blackberrys, Trousers, Bottomwear, Apparel, Apparel for Men, Buy Blackberrys Men Olive Green Tapered Fit Self Design Formal Trousers Online in India, Buy Trousers at best price",Polyester and viscose rayon,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/8031475/2018/12/11/bfd34da9-cf0b-4f77-92fc-bc8aa9cacf651544519554213-Blackberrys-Men-Trousers-6311544519552718-1.jpg",Tapered Fit,1197,8031475,Myntra,https://www.myntra.com/trousers/blackberrys/blackberrys-men-olive-green-tapered-fit-self-design-formal-trousers/8031475/buy
65,11861,Peter England Casuals Men Navy Blue Solid Round Neck T-shirt,T-Shirts,"Peter England Casuals Men Navy Blue Solid Round Neck T Shirt,  Peter England Casuals, Tshirts, Topwear, Apparel, Apparel for Men, Buy Peter England Casuals Men Navy Blue Solid Round Neck T Shirt Online in India, Buy Tshirts at best price",97% Cotton and 3% Lycra,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/7605102/2018/10/11/c97ef4df-8b5f-44a3-acba-419d81d4a7c71539245388750-Peter-England-Casuals-Men-Navy-Blue-Solid-Round-Neck-T-shirt-5871539245388581-1.jpg",The model (height 6') is wearing a size M,399,7605102,Myntra,https://www.myntra.com/tshirts/peter-england-casuals/peter-england-casuals-men-navy-blue-solid-round-neck-t-shirt/7605102/buy
66,3712,Celio Men Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans,Jeans,"Celio Men Blue Slim Fit Mid Rise Clean Look Stretchable Jeans,  Celio, Jeans, Bottomwear, Apparel, Apparel for Men, Buy Celio Men Blue Slim Fit Mid Rise Clean Look Stretchable Jeans Online in India, Buy Jeans at best price","97% cotton, 3% elastsane","https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/8080243/2019/1/10/7da64d2b-465d-4a04-9f75-724e171628391547118583079-Celio-Men-Blue-Slim-Fit-Mid-Rise-Clean-Look-Stretchable-Jean-1.jpg",Slim fit,1249,8080243,Myntra,https://www.myntra.com/jeans/celio/celio-men-blue-slim-fit-mid-rise-clean-look-stretchable-jeans/8080243/buy
67,7326,WROGN Men Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans,Jeans,"WROGN Men Blue Slim Fit Mid Rise Clean Look Stretchable Jeans,  WROGN, Jeans, Bottomwear, Apparel, Apparel for Men, Buy WROGN Men Blue Slim Fit Mid Rise Clean Look Stretchable Jeans Online in India, Buy Jeans at best price","98% cotton, 2% elastane","https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2339775/2018/3/13/11520935070535-WROGN-Men-Jeans-7501520935070323-1.jpg",Slim fit,1119,2339775,Myntra,https://www.myntra.com/jeans/wrogn/wrogn-men-blue-slim-fit-mid-rise-clean-look-stretchable-jeans/2339775/buy
69,4232,Numero Uno Men Blue Slim Fit Low-Rise Clean Look Jeans,Jeans,"Numero Uno Men Blue Slim Fit Low Rise Clean Look Jeans,  Numero Uno, Jeans, Bottomwear, Apparel, Apparel for Men, Buy Numero Uno Men Blue Slim Fit Low Rise Clean Look Jeans Online in India, Buy Jeans at best price",Cotton ,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2294429/2018/8/21/f0b48660-9ef0-46d0-aae4-6f1ad6392d621534843924152-Numero-Uno-Men-Blue-Slim-Fit-Low-Rise-Clean-Look-Jeans-8601534843923892-1.jpg",Slim fit,1619,2294429,Myntra,https://www.myntra.com/jeans/numero-uno/numero-uno-men-blue-slim-fit-low-rise-clean-look-jeans/2294429/buy
70,9278,Rigo Men Black Solid Round Neck T-shirt,T-Shirts,"Rigo Men Black Solid Round Neck T Shirt,  Rigo, Tshirts, Topwear, Apparel, Apparel for Men, Buy Rigo Men Black Solid Round Neck T Shirt Online in India, Buy Tshirts at best price",Cotton,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/5567369/2018/4/28/11524896801072-Rigo-Black-Asymmetric-Half-Sleeve-T-Shirt-For-Men-7041524896800887-1.jpg",The model (height 6') is wearing a size M,279,5567369,Myntra,https://www.myntra.com/tshirts/rigo/rigo-men-black-solid-round-neck-t-shirt/5567369/buy
71,2925,Blackberrys Men Beige Regular Fit Solid Trousers,Men-Casual-Trousers,"Blackberrys Men Beige Regular Fit Solid Trousers,  Blackberrys, Trousers, Bottomwear, Apparel, Apparel for Men, Buy Blackberrys Men Beige Regular Fit Solid Trousers Online in India, Buy Trousers at best price","97% cotton, 3% elastane","https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/8031503/2018/12/10/40346576-4f34-4e55-898f-47adb35bf3451544448907894-Blackberrys-Men-Trousers-3811544448906897-1.jpg",Regular Fit,997,8031503,Myntra,https://www.myntra.com/trousers/blackberrys/blackberrys-men-beige-regular-fit-solid-trousers/8031503/buy
72,9955,Blue Washed Slim Fit Jeans,Jeans,"Blue Washed Slim Fit Jeans,  Tommy Hilfiger, Jeans, Bottomwear, Apparel, Apparel for Men, Buy Blue Washed Slim Fit Jeans Online in India, Buy Jeans at best price",,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/productimage/2018/12/14/c101f985-34a8-4c08-90a3-ff2cd3890aef1544773917125-1.jpg",,4499,8227657,Myntra,https://www.myntra.com/jeans/tommy-hilfiger/blue-washed-slim-fit-jeans/8227657/buy
73,1805,Peter England Men Beige Slim Fit Solid Chinos,Men-Casual-Trousers,"Peter England Men Beige Slim Fit Solid Chinos,  Peter England, Trousers, Bottomwear, Apparel, Apparel for Men, Buy Peter England Men Beige Slim Fit Solid Chinos Online in India, Buy Trousers at best price",Cotton and elastane ,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2481540/2018/3/16/11521203637775-Peter-England-Men-Beige-Slim-Fit-Solid-Chinos-3421521203637401-1.jpg",Slim fit,1499,2481540,Myntra,https://www.myntra.com/trousers/peter-england/peter-england-men-beige-slim-fit-solid-chinos/2481540/buy
74,3075,Wills Lifestyle Men Purple Slim Fit Solid Casual Shirt,casual-shirts,"Wills Lifestyle Men Purple Slim Fit Solid Casual Shirt,  Wills Lifestyle, Shirts, Topwear, Apparel, Apparel for Men, Buy Wills Lifestyle Men Purple Slim Fit Solid Casual Shirt Online in India, Buy Shirts at best price",100% cotton ,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/1657864/2018/2/8/11518060692938-Wills-Lifestyle-Men-Blue-Slim-Fit-Solid-Casual-Shirt-6581518060692633-1.jpg",Slim fit ,919,1657864,Myntra,https://www.myntra.com/shirts/wills-lifestyle/wills-lifestyle-men-purple-slim-fit-solid-casual-shirt/1657864/buy
75,8937,Roadster Men Cream-Coloured Carrot Fit Mid-Rise Clean Look Stretchable Jeans,Jeans,"Roadster Men Cream Coloured Carrot Fit Mid Rise Clean Look Stretchable Jeans,  Roadster, Jeans, Bottomwear, Apparel, Apparel for Men, Buy Roadster Men Cream Coloured Carrot Fit Mid Rise Clean Look Stretchable Jeans Online in India, Buy Jeans at best price",98% cotton and 2% elastane,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/4654469/2018/5/23/c0028879-9179-4153-9a35-98ad1b5860111527069457999-Roadster-Men-Cream-Coloured-Slim-Fit-Mid-Rise-Clean-Look-Stretchable-Jeans-281527069457041-1.jpg",Carrot fit,1099,4654469,Myntra,https://www.myntra.com/jeans/roadster/roadster-men-cream-coloured-carrot-fit-mid-rise-clean-look-stretchable-jeans/4654469/buy
76,5215,Blue Washed Mid Rise Slim Fit Jeans,Jeans,"Blue Washed Mid Rise Slim Fit Jeans,  People, Jeans, Bottomwear, Apparel, Apparel for Men, Buy Blue Washed Mid Rise Slim Fit Jeans Online in India, Buy Jeans at best price",,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/productimage/2018/11/24/493ff8db-3716-42eb-a331-8e33b394dd5a1543037505831-1.jpg",,1199,7934955,Myntra,https://www.myntra.com/jeans/people/blue-washed-mid-rise-slim-fit-jeans/7934955/buy
77,4233,COBB Men Blue Slim Fit Mid-Rise Clean Look Jeans,Jeans,"COBB Men Blue Slim Fit Mid Rise Clean Look Jeans,  COBB, Jeans, Bottomwear, Apparel, Apparel for Men, Buy COBB Men Blue Slim Fit Mid Rise Clean Look Jeans Online in India, Buy Jeans at best price",Cotton,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/7796937/2018/11/16/2c5a5ca5-543d-4bd6-9e52-07b80239ec3e1542360929553-COBB-Men-Blue-Slim-Fit-Mid-Rise-Clean-Look-Jeans-7751542360929314-1.jpg",Slim fit,1049,7796937,Myntra,https://www.myntra.com/jeans/cobb/cobb-men-blue-slim-fit-mid-rise-clean-look-jeans/7796937/buy
78,19231,Navy Blue Solid Regular Fit Polo T-Shirt,T-Shirts,"Navy Blue Solid Regular Fit Polo T Shirt,  United Colors Of Benetton, Tshirts, Topwear, Apparel, Apparel for Men, Buy Navy Blue Solid Regular Fit Polo T Shirt Online in India, Buy Tshirts at best price",,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/7987203/2019/2/7/8d5fdf2f-9f1c-4a59-a4ee-25999be86bd61549542081600-Navy-Blue-Solid-Regular-Fit-Polo-T-Shirt-671549542079941-1.jpg",,1599,7987203,Myntra,https://www.myntra.com/tshirts/united-colors-of-benetton/navy-blue-solid-regular-fit-polo-t-shirt/7987203/buy
79,22804,Moda Rapido Men Maroon Printed Round Neck T-Shirt,T-Shirts,"Moda Rapido Men Maroon Printed Round Neck T Shirt,  Moda Rapido, Tshirts, Topwear, Apparel, Apparel for Men, Buy Moda Rapido Men Maroon Printed Round Neck T Shirt Online in India, Buy Tshirts at best price",Cotton ,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/1500529/2016/9/30/11475215877754-Moda-Rapido-Men-Maroon-Printed-Round-Neck-T-Shirt-9531475215877487-1.jpg","The model (height 6' and shoulders 18"") is wearing a size M",324,1500529,Myntra,https://www.myntra.com/tshirts/moda-rapido/moda-rapido-men-maroon-printed-round-neck-t-shirt/1500529/buy
